Legacy Site Name,Description,Website Name,Corporate Name,Email Communication Sent,Analytics Tag,JIRA Ticket,Notes,
chieftain,The Pueblo Chieftain,www.chieftain.com/,"Gatehouse Media, Inc.",,,,,
chillicothegazette,Chillicothe Gazette,chillicothegazette.com,"Gannett Co., Inc.",,,,,
chillicothenews,Chillicothe News,www.chillicothenews.com/,"Gatehouse Media, Inc.",,,,,
chipleypaper,Washington County News,chipleypaper.com,Neves Publishing Group,,,,,
chippewa,The Chippewa Herald,https://chippewa.com/,"Lee Enterprises, Inc.",,,,,
chorley-guardian-uk,Chorley Guardian,chorley-guardian.co.uk,Johnston Press plc,,,,,
chronicle-tribune,Chronicle-Tribune,https://www.chronicle-tribune.com/,Paxton Media Group LLC,,,,,
chroniclejournal,The Thunder Bay Chronicle Journal,chroniclejournal.com,Continental Newspapers Canada LTD,,,,,
chronicleonline,Citrus County Chronicle,chronicleonline.com,"Landmark Communications, Inc.",,,,,
cincinnati,The Cincinnati Enquirer,cincinnati.com,"Gannett Co., Inc.",,,,,
circlevilleherald,Circleville Herald,circlevilleherald.com,"APG - Adams Publishing Company, LLC",,,,,
citizen-times,Asheville Citizen-Times,citizen-times.com,"Gannett Co., Inc.",,,,,
citizensvoice,Citizens Voice,citizensvoice.com,Times Shamrock,,,,,
cjonline,Topeka Capital-Journal,CJOnline.com,"Gatehouse Media, Inc.",,,,,
cknj,Central Kentucky News-Journal,cknj.com,"Landmark Communications, Inc.",,,,,
clarindaherald,Clarinda Herald-Journal,ClarindaHerald.com,"Lee Enterprises, Inc.",,,,,
clarionledger,Clarion Ledger,ClarionLedger.com,"Gannett Co., Inc.",,,,,
clearcreekcourant,Clear Creek Courant,clearcreekcourant.com,Macari-Healey Publishing,,,,,
cleveland,The Plain Dealer,cleveland.com,"Advance Publications, Inc.",,,,,
clintonnc,The Sampson Independent,clintonnc.com,"Champion Media, LLC",,,,,
clitheroeadvertiser-uk,Clitheroe Advertiser,clitheroeadvertiser.co.uk,Johnston Press plc,,,,,
coastalcourier,Coastal Courier,CoastalCourier.com,Morris Multimedia,,,,,
coastreporter,The Coast Reporter,coastreporter.net,Glacier Media Inc.,,,,,
cochraneeagle,The Cochrane Eagle,cochraneeagle.com,Great West,,,,,
colerainetimes-ie,Coleraine Times,colerainetimes.co.uk,Johnston Press plc,,,,,
colfaxrecord,Colfax Record,ColfaxRecord.com,"Brehm Communications, Inc.",,,,,
coloradoan,the Fort Collins Coloradoan,coloradoan.com,"Gannett Co., Inc.",,,,,
coloradocommunitymedia,Colorado Community Media,coloradocommunitymedia.com,Macari-Healey Publishing,,,,,
coloradohometownweekly,Colorado Hometown Weekly,coloradohometownweekly.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-9""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-9', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'coloradohometownweekly.com',
	'Publisher Product': 'coloradohometownweekly.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-9'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
columbia,Post and Courier - Columbia,www.postandcourier.com/columbia/,Evening Post Industries,,,,,
columbiadailyherald,The Daily Herald,https://www.columbiadailyherald.com/,"Gatehouse Media, Inc.",,,,,
columbian,The Columbian,Columbian.com,The Columbian Publishing Company,,,,,
columbustelegram,The Columbus Telegram,https://columbustelegram.com/,"Lee Enterprises, Inc.",,,,,
colusa-sun-herald,Colusa Sun-Herald,colusa-sun-herald.com,Vista CA News Media Inc.,,,,,
commercecitysentinel,Commerce City Sentinel Express,commercecitysentinel.com,Macari-Healey Publishing,,,,,
commercialappeal,The Commercial Appeal,CommercialAppeal.com,"Gannett Co., Inc.",,,,,
communitycommon,The Community Commons,communitycommon.com,AIM Media Management of Dallas,,,,,
communitymediagroup,Community Media Group,communitymediagroup.com,"CMG - Community Media Group, Inc.",,,,,
concordmonitor,Concord Monitor,concordmonitor.com,Newspapers of New England,,,,,
connachttribune-ie,The Connacht Tribune,https://connachttribune.ie/,Connacht Tribune,,,,,
corning-observer,Corning Observer,corning-observer.com,Vista CA News Media Inc.,,,,,
coshoctontribune,Coshocton Tribune,coshoctontribune.com,"Gannett Co., Inc.",,,,,
courier,The Courier of Montgomery County,YourHoustonNews.com,Hearst Newspapers,,,,,
couriernews,The Courier,https://www.couriernews.com/,Paxton Media Group LLC,,,,,
courierpostonline,Courier Post,CourierPostOnline.com,"Gannett Co., Inc.",,,,,
courierpress,Courier Press,courierpress.com,"Gannett Co., Inc.",,,,,
crawleyobserver-uk,Crawley Observer,crawleyobserver.co.uk,Johnston Press plc,,,,,
crescent-news,The Crescent-News,www.crescent-news.com/,"APG - Adams Publishing Company, LLC",,,,,
crestviewbulletin,The Crestview News Bulletin,crestviewbulletin.com,"Gatehouse Media, Inc.",,,,,
crookstontimes,Crookston Daily Times,crookstontimes.com,"Gatehouse Media, Inc.",,,,,
ctpost,Connecticut Post,ConnPost.com,Hearst Newspapers,,,,,
culvercitynews,Culver City News,www.culvercitynews.org,CommunityMedia Corporation,,,,,
cumberlink,Carlisle Sentinel,Cumberlink.com,"Lee Enterprises, Inc.",,,,,
cumbernauld-news-uk,Cumbernauld News,cumbernauld-news.co.uk,Johnston Press plc,,,,,
currentargus,Carlsbad Current-Argus,CurrentArgus.com,"Gannett Co., Inc.",,,,,
custercountychief,Custer County Chief,custercountychief.com,Heritage Publications,,,,,
cynthianademocrat,The Cynthiana Democrat,cynthianademocrat.com,"Landmark Communications, Inc.",,,,,
cypresscreek,Cypress Creek,chron.com,Hearst Newspapers,,,,,
daily-chronicle,Daily-Chronicle,Daily-Chronicle.com,Shaw Media,,,,,
daily-southtown,Daily Southtown,ChicagoTribune.com,Tribune Publishing,x,"<!-- Google Tag Manager -->
<script>(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start':
new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],
j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src=
'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);
})(window,document,'script','dataLayer','GTM-KSNSZQ6');</script>
<!-- End Google Tag Manager -->
Additionally, paste this code immediately after the opening <body> tag:
<!-- Google Tag Manager (noscript) -->
<noscript><iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-KSNSZQ6""
height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe></noscript>
<!-- End Google Tag Manager (noscript) -->",CS-34847,Client is requesting a comScore traffic assignment. Is this possible? copy and paste it onto every page of your website. Paste this code as high in the <head> of the page as possible,
daily-times,Farmington Daily Times,daily-times.com,"Gannett Co., Inc.",,,,,
dailyadvocate,The Daily Advocate,dailyadvocate.com,AIM Media Management of Dallas,,,,,
dailybreeze,Daily Breeze,DailyBreeze.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-15""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-15', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'dailybreeze.com',
	'Publisher Product': 'dailybreeze.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-15'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
dailycamera,The Daily Camera,dailycamera.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-9""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-9', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'dailycamera.com',
	'Publisher Product': 'dailycamera.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-9'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
dailycorinthian,Daily Corinthian,https://www.dailycorinthian.com/,Paxton Media Group LLC,,,,,
dailycourier,Daily Courier,dailycourier.com,"Sample News Group, LLC",,,,,
dailydemocrat,Daily Democrat,dailydemocrat.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-17""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-17', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'dailydemocrat.com',
	'Publisher Product': 'dailydemocrat.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-17'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
dailyfreeman,Daily Freeman,dailyfreeman.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-23""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-23', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'dailyfreeman.com',
	'Publisher Product': 'dailyfreeman.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-23'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
dailygazette,The Daily Gazette Co.,dailygazette.com,Daily Gazette,,,,,
dailyherald,Daily Herald,DailyHerald.com,Paddock Publications,,,,,
dailyhome,The Daily Home,DailyHome.com,Consolidated Publishing,,,,,
dailyjournalonline,Daily Journal Online,https://dailyjournalonline.com/,"Lee Enterprises, Inc.",,,,,
dailylocal,Daily Local News,DailyLocal.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-27""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-27', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'dailylocal.com',
	'Publisher Product': 'dailylocal.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-27'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
dailymemphian,The Daily Memphian,dailymemphian.com,Daily Memphian,,,,,
dailynews-sun,Daily News-Sun,DailyNews-Sun.com,"Independent Newspapers, Inc.",,,,,
dailynewstranscript,Daily News Transcript,dailynewstranscript.com,"Gatehouse Media, Inc.",,,,,
dailypilot,Daily Pilot,dailypilot.com,NantMedia Holdings,,,,,
dailypress,Daily Press,dailypress.com,Tribune Publishing,x,"<!-- Google Tag Manager -->
<script>(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start':
new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],
j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src=
'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);
})(window,document,'script','dataLayer','GTM-KSNSZQ6');</script>
<!-- End Google Tag Manager -->
Additionally, paste this code immediately after the opening <body> tag:
<!-- Google Tag Manager (noscript) -->
<noscript><iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-KSNSZQ6""
height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe></noscript>
<!-- End Google Tag Manager (noscript) -->
",CS-34847,Client is requesting a comScore traffic assignment. Is this possible? Copy the code below and paste it onto every page of your website. Paste this code as high in the <head> of the page as possible:,
dailyprogress,Daily Progress,DailyProgress.com,"Lee Enterprises, Inc.",,,,,
dailyprogress-greenenews,Greene County Record,https://dailyprogress.com/community/greenenews/,"Lee Enterprises, Inc.",,,,,
dailyprogress-madisonnews,Madison County Eagle,https://dailyprogress.com/community/madisonnews/,"Lee Enterprises, Inc.",,,,,
dailyprogress-orangenews,Orange County Review,https://dailyprogress.com/community/orangenews/,"Lee Enterprises, Inc.",,,,,
dailyrecord,The Daily Record,dailyrecord.com,"Gannett Co., Inc.",,,,,
dailyrecordnews,The Daily Record,https://www.dailyrecordnews.com/,"APG - Adams Publishing Company, LLC",,,,,
dailytimesleader,Daily Times Leader,dailytimesleader.com,Heritage Publications,,,,,
dailytribune,Daily Tribune,dailytribune.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-21""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-21', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'dailytribune.com',
	'Publisher Product': 'dailytribune.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-21'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
dailyunion,Daily Jefferson County Union,https://www.dailyunion.com/,"APG - Adams Publishing Company, LLC",,,,,
dailyworld,Daily World,dailyworld.com,"Gannett Co., Inc.",,,,,
dallasmorningnews,Dallas Morning News,DallasNews.com,A.H. Belo Corporation,,,,,
darientimes,Darien Times,https://www.darientimes.com/,Hearst Newspapers,,,,,
daventryexpress-uk,Daventry Express,daventryexpress.co.uk,Johnston Press plc,,,,,
dayton,Dayton Daily News,DaytonDailyNews.com,Cox Enterprises,,,,,
dbrnews,Denison Bulletin Review,https://dbrnews.com/,"Lee Enterprises, Inc.",,,,,
decaturdailydemocrat,Decatur Daily Democrat,decaturdailydemocrat.com,Heritage Publications,,,,,
deesidepiper-uk,Deeside Piper,deesidepiper.co.uk,Johnston Press plc,,,,,
deforesttimes,DeForest Times Tribune,https://www.hngnews.com/deforest_times/,"APG - Adams Publishing Company, LLC",,,,,
delawareonline,The News Journal,delawareonline.com,"Gannett Co., Inc.",,,,,
delcotimes,Delaware County Daily & Sunday Times,DelcoTimes.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-27""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-27', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'delcotimes.com',
	'Publisher Product': 'delcotimes.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-27'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
